date,shift_type,day_type,actual_sales,target_labour_pct,actual_labour_pct,target_labour_cost,actual_labour_cost,labour_variance,scheduled_staff,actual_staff,labour_hours,is_holiday
2024-07-09,Late Night,Weekday,1380.16,0.23,0.2374,317.44,327.65,10.21,5,5,20,False
2024-07-09,Overnight,Weekday,1068.05,0.23,0.2358,245.65,251.85,6.2,4,4,16,False
2024-07-10,Opening,Weekday,304.32,0.23,0.2242,69.99,68.23,-1.76,1,1,4,False
2024-07-10,Early Breakfast,Weekday,1503.29,0.23,0.2122,345.76,319.0,-26.76,5,5,20,False
2024-07-10,Late Breakfast,Weekday,1660.49,0.23,0.2259,381.91,375.1,-6.81,5,5,20,False
2024-07-10,Lunch,Weekday,1597.29,0.23,0.2229,367.38,356.04,-11.34,5,5,20,False
2024-07-10,Afternoon,Weekday,1292.52,0.23,0.2298,297.28,297.02,-0.26,4,4,16,False
2024-07-10,Dinner,Weekday,1660.07,0.23,0.2127,381.82,353.1,-28.72,5,5,20,False
2024-07-10,Late Night,Weekday,1325.74,0.23,0.2102,304.92,278.67,-26.25,4,4,16,False
2024-07-10,Overnight,Weekday,1063.18,0.23,0.2154,244.53,229.01,-15.52,3,3,12,False
2024-07-11,Opening,Weekday,296.6,0.23,0.2442,68.22,72.43,4.21,1,1,4,False
2024-07-11,Early Breakfast,Weekday,1685.8,0.23,0.2394,387.73,403.58,15.85,6,6,24,False
2024-07-11,Late Breakfast,Weekday,1597.09,0.23,0.2296,367.33,366.69,-0.64,5,5,20,False
2024-07-11,Lunch,Weekday,1779.52,0.23,0.2287,409.29,406.98,-2.31,6,6,24,False
2024-07-11,Afternoon,Weekday,1546.2,0.23,0.241,355.63,372.63,17.0,5,5,20,False
2024-07-11,Dinner,Weekday,1610.15,0.23,0.2294,370.33,369.37,-0.96,5,5,20,False
2024-07-11,Late Night,Weekday,1281.47,0.23,0.2129,294.74,272.82,-21.92,4,4,16,False
2024-07-11,Overnight,Weekday,958.7,0.23,0.2253,220.5,216.0,-4.5,3,3,12,False
2024-07-12,Opening,Friday,417.98,0.23,0.2255,96.14,94.25,-1.89,1,1,4,False
2024-07-12,Early Breakfast,Friday,1752.02,0.23,0.1966,402.96,344.45,-58.51,6,5,20,False
2024-07-12,Late Breakfast,Friday,2010.99,0.23,0.1988,462.53,399.78,-62.75,7,6,24,False
2024-07-12,Lunch,Friday,2757.88,0.23,0.2181,634.31,601.49,-32.82,9,9,36,False
2024-07-12,Afternoon,Friday,2520.18,0.23,0.2133,579.64,537.55,-42.09,8,8,32,False
2024-07-12,Dinner,Friday,2694.98,0.23,0.2099,619.85,565.68,-54.17,9,8,32,False
2024-07-12,Late Night,Friday,1627.62,0.23,0.1926,374.35,313.48,-60.87,5,4,16,False
2024-07-12,Overnight,Friday,1284.12,0.23,0.1912,295.35,245.52,-49.83,4,4,16,False
2024-07-13,Opening,Weekend,536.62,0.23,0.1978,123.42,106.14,-17.28,2,2,8,False
2024-07-13,Early Breakfast,Weekend,1790.58,0.23,0.1951,411.83,349.34,-62.49,6,5,20,False
2024-07-13,Late Breakfast,Weekend,2797.17,0.23,0.1986,643.35,555.52,-87.83,9,8,32,False
2024-07-13,Lunch,Weekend,2964.98,0.23,0.2147,681.95,636.58,-45.37,10,9,36,False
2024-07-13,Afternoon,Weekend,3204.79,0.23,0.1785,737.1,572.06,-165.04,11,8,32,False
2024-07-13,Dinner,Weekend,3206.23,0.23,0.1721,737.43,551.79,-185.64,11,8,32,False
2024-07-13,Late Night,Weekend,2098.88,0.23,0.2164,482.74,454.2,-28.54,7,6,24,False
2024-07-13,Overnight,Weekend,1480.78,0.23,0.1803,340.58,266.98,-73.6,5,4,16,False
2024-07-14,Opening,Weekend,550.79,0.23,0.1711,126.68,94.24,-32.44,2,1,4,False
2024-07-14,Early Breakfast,Weekend,1860.38,0.23,0.2018,427.89,375.42,-52.47,6,5,20,False
2024-07-14,Late Breakfast,Weekend,2609.76,0.23,0.2039,600.24,532.13,-68.11,9,8,32,False
2024-07-14,Lunch,Weekend,3547.03,0.23,0.1921,815.82,681.38,-134.44,12,10,40,False
2024-07-14,Afternoon,Weekend,3223.11,0.23,0.1918,741.32,618.19,-123.13,11,9,36,False
2024-07-14,Dinner,Weekend,2930.85,0.23,0.2188,674.1,641.27,-32.83,10,9,36,False
2024-07-14,Late Night,Weekend,1811.28,0.23,0.1892,416.59,342.69,-73.9,6,5,20,False
2024-07-14,Overnight,Weekend,1493.57,0.23,0.1812,343.52,270.63,-72.89,5,4,16,False
2024-07-15,Opening,Weekday,323.64,0.23,0.2289,74.44,74.08,-0.36,1,1,4,False
2024-07-15,Early Breakfast,Weekday,1622.62,0.23,0.2174,373.2,352.76,-20.44,5,5,20,False
2024-07-15,Late Breakfast,Weekday,1842.1,0.23,0.2256,423.68,415.58,-8.1,6,6,24,False
2024-07-15,Lunch,Weekday,1849.62,0.23,0.2327,425.41,430.41,5.0,6,6,24,False
2024-07-15,Afternoon,Weekday,1405.24,0.23,0.2481,323.21,348.64,25.43,5,5,20,False
2024-07-15,Dinner,Weekday,1644.42,0.23,0.231,378.22,379.86,1.64,5,5,20,False
2024-07-15,Late Night,Weekday,1188.46,0.23,0.2164,273.35,257.18,-16.17,4,4,16,False
2024-07-15,Overnight,Weekday,969.44,0.23,0.2156,222.97,209.01,-13.96,3,3,12,False
2024-07-16,Opening,Weekday,347.43,0.23,0.247,79.91,85.82,5.91,1,1,4,False
2024-07-16,Early Breakfast,Weekday,1533.56,0.23,0.2254,352.72,345.66,-7.06,5,5,20,False
2024-07-16,Late Breakfast,Weekday,1575.21,0.23,0.2252,362.3,354.74,-7.56,5,5,20,False
2024-07-16,Lunch,Weekday,1654.66,0.23,0.211,380.57,349.13,-31.44,5,5,20,False
2024-07-16,Afternoon,Weekday,1467.67,0.23,0.2232,337.56,327.58,-9.98,5,5,20,False
2024-07-16,Dinner,Weekday,1751.69,0.23,0.2215,402.89,388.0,-14.89,6,6,24,False
2024-07-16,Late Night,Weekday,1325.65,0.23,0.2137,304.9,283.29,-21.61,4,4,16,False
2024-07-16,Overnight,Weekday,975.87,0.23,0.2161,224.45,210.89,-13.56,3,3,12,False
2024-07-17,Opening,Weekday,315.88,0.23,0.2224,72.65,70.25,-2.4,1,1,4,False
2024-07-17,Early Breakfast,Weekday,1534.23,0.23,0.2238,352.87,343.36,-9.51,5,5,20,False
2024-07-17,Late Breakfast,Weekday,1545.05,0.23,0.2321,355.36,358.61,3.25,5,5,20,False
2024-07-17,Lunch,Weekday,1633.78,0.23,0.2474,375.77,404.2,28.43,5,6,24,False
2024-07-17,Afternoon,Weekday,1440.78,0.23,0.24,331.38,345.79,14.41,5,5,20,False
2024-07-17,Dinner,Weekday,1551.78,0.23,0.241,356.91,373.98,17.07,5,5,20,False
2024-07-17,Late Night,Weekday,1306.72,0.23,0.2114,300.55,276.24,-24.31,4,4,16,False
2024-07-17,Overnight,Weekday,1046.91,0.23,0.236,240.79,247.07,6.28,3,4,16,False
2024-07-18,Opening,Weekday,278.31,0.23,0.2132,64.01,59.34,-4.67,1,1,4,False
2024-07-18,Early Breakfast,Weekday,1385.1,0.23,0.2466,318.57,341.57,23.0,5,5,20,False
2024-07-18,Late Breakfast,Weekday,1592.03,0.23,0.2484,366.17,395.46,29.29,5,6,24,False
2024-07-18,Lunch,Weekday,1700.09,0.23,0.2366,391.02,402.24,11.22,6,6,24,False
2024-07-18,Afternoon,Weekday,1399.38,0.23,0.2393,321.86,334.87,13.01,5,5,20,False
2024-07-18,Dinner,Weekday,1548.45,0.23,0.2389,356.14,369.92,13.78,5,5,20,False
2024-07-18,Late Night,Weekday,1126.29,0.23,0.2144,259.05,241.48,-17.57,4,3,12,False
2024-07-18,Overnight,Weekday,1031.54,0.23,0.2499,237.25,257.78,20.53,3,4,16,False
2024-07-19,Opening,Friday,418.16,0.23,0.2206,96.18,92.25,-3.93,1,1,4,False
2024-07-19,Early Breakfast,Friday,1853.92,0.23,0.2253,426.4,417.69,-8.71,6,6,24,False
2024-07-19,Late Breakfast,Friday,2313.37,0.23,0.2198,532.08,508.48,-23.6,8,7,28,False
2024-07-19,Lunch,Friday,2663.24,0.23,0.2055,612.55,547.3,-65.25,9,8,32,False
2024-07-19,Afternoon,Friday,2349.12,0.23,0.2099,540.3,493.08,-47.22,8,7,28,False
2024-07-19,Dinner,Friday,2812.94,0.23,0.2048,646.98,576.09,-70.89,9,8,32,False
2024-07-19,Late Night,Friday,1587.72,0.23,0.2163,365.18,343.42,-21.76,5,5,20,False
2024-07-19,Overnight,Friday,1295.11,0.23,0.1944,297.88,251.77,-46.11,4,4,16,False
2024-07-20,Opening,Weekend,492.71,0.23,0.218,113.32,107.41,-5.91,2,2,8,False
2024-07-20,Early Breakfast,Weekend,2010.91,0.23,0.222,462.51,446.42,-16.09,7,6,24,False
2024-07-20,Late Breakfast,Weekend,2591.78,0.23,0.2097,596.11,543.5,-52.61,9,8,32,False
2024-07-20,Lunch,Weekend,3423.44,0.23,0.2063,787.39,706.26,-81.13,11,10,40,False
2024-07-20,Afternoon,Weekend,3330.83,0.23,0.2034,766.09,677.49,-88.6,11,10,40,False
2024-07-20,Dinner,Weekend,2992.69,0.23,0.1824,688.32,545.87,-142.45,10,8,32,False
2024-07-20,Late Night,Weekend,1858.06,0.23,0.2157,427.35,400.78,-26.57,6,6,24,False
2024-07-20,Overnight,Weekend,1519.84,0.23,0.2042,349.56,310.35,-39.21,5,4,16,False
2024-07-21,Opening,Weekend,504.64,0.23,0.2068,116.07,104.36,-11.71,2,1,4,False
2024-07-21,Early Breakfast,Weekend,2099.79,0.23,0.228,482.95,478.75,-4.2,7,7,28,False
2024-07-21,Late Breakfast,Weekend,2583.62,0.23,0.2077,594.23,536.62,-57.61,8,8,32,False
2024-07-21,Lunch,Weekend,3164.91,0.23,0.206,727.93,651.97,-75.96,10,9,36,False
2024-07-21,Afternoon,Weekend,3165.72,0.23,0.2082,728.12,659.1,-69.02,10,9,36,False
2024-07-21,Dinner,Weekend,3184.26,0.23,0.209,732.38,665.51,-66.87,10,10,40,False
2024-07-21,Late Night,Weekend,1785.09,0.23,0.1935,410.57,345.41,-65.16,6,5,20,False
2024-07-21,Overnight,Weekend,1664.85,0.23,0.2243,382.92,373.43,-9.49,5,5,20,False
2024-07-22,Opening,Weekday,339.11,0.23,0.243,78.0,82.4,4.4,1,1,4,False
2024-07-22,Early Breakfast,Weekday,1349.36,0.23,0.2418,310.35,326.28,15.93,4,5,20,False
2024-07-22,Late Breakfast,Weekday,1746.0,0.23,0.2253,401.58,393.37,-8.21,6,6,24,False
2024-07-22,Lunch,Weekday,1456.85,0.23,0.2346,335.08,341.78,6.7,5,5,20,False
2024-07-22,Afternoon,Weekday,1335.96,0.23,0.2497,307.27,333.59,26.32,4,5,20,False
2024-07-22,Dinner,Weekday,1466.16,0.23,0.2257,337.22,330.91,-6.31,5,5,20,False
2024-07-22,Late Night,Weekday,1204.91,0.23,0.2376,277.13,286.29,9.16,4,4,16,False
2024-07-22,Overnight,Weekday,964.65,0.23,0.2359,221.87,227.56,5.69,3,3,12,False
2024-07-23,Opening,Weekday,355.16,0.23,0.2313,81.69,82.15,0.46,1,1,4,False
2024-07-23,Early Breakfast,Weekday,1549.23,0.23,0.2324,356.32,360.04,3.72,5,5,20,False
2024-07-23,Late Breakfast,Weekday,1797.43,0.23,0.2467,413.41,443.43,30.02,6,6,24,False
2024-07-23,Lunch,Weekday,1786.61,0.23,0.2401,410.92,428.97,18.05,6,6,24,False
2024-07-23,Afternoon,Weekday,1384.9,0.23,0.2133,318.53,295.4,-23.13,5,4,16,False
2024-07-23,Dinner,Weekday,1736.97,0.23,0.243,399.5,422.08,22.58,6,6,24,False
2024-07-23,Late Night,Weekday,1307.8,0.23,0.2439,300.79,318.97,18.18,4,5,20,False
2024-07-23,Overnight,Weekday,1142.87,0.23,0.2217,262.86,253.37,-9.49,4,4,16,False
2024-07-24,Opening,Weekday,319.88,0.23,0.2414,73.57,77.22,3.65,1,1,4,False
2024-07-24,Early Breakfast,Weekday,1559.01,0.23,0.2195,358.57,342.2,-16.37,5,5,20,False
2024-07-24,Late Breakfast,Weekday,1621.49,0.23,0.2308,372.94,374.24,1.3,5,5,20,False
2024-07-24,Lunch,Weekday,1757.09,0.23,0.2299,404.13,403.95,-0.18,6,6,24,False
2024-07-24,Afternoon,Weekday,1373.12,0.23,0.2317,315.82,318.15,2.33,5,5,20,False
2024-07-24,Dinner,Weekday,1763.56,0.23,0.2359,405.62,416.02,10.4,6,6,24,False
2024-07-24,Late Night,Weekday,1372.16,0.23,0.2368,315.6,324.93,9.33,5,5,20,False
2024-07-24,Overnight,Weekday,1094.13,0.23,0.2272,251.65,248.59,-3.06,4,4,16,False
2024-07-25,Opening,Weekday,304.24,0.23,0.2409,69.98,73.29,3.31,1,1,4,False
2024-07-25,Early Breakfast,Weekday,1627.57,0.23,0.2301,374.34,374.5,0.16,5,5,20,False
2024-07-25,Late Breakfast,Weekday,1541.07,0.23,0.2408,354.45,371.09,16.64,5,5,20,False
2024-07-25,Lunch,Weekday,1581.19,0.23,0.2256,363.67,356.72,-6.95,5,5,20,False
2024-07-25,Afternoon,Weekday,1245.25,0.23,0.2298,286.41,286.16,-0.25,4,4,16,False
2024-07-25,Dinner,Weekday,1710.85,0.23,0.2451,393.5,419.33,25.83,6,6,24,False
2024-07-25,Late Night,Weekday,1256.89,0.23,0.234,289.08,294.11,5.03,4,4,16,False
2024-07-25,Overnight,Weekday,961.75,0.23,0.2313,221.2,222.45,1.25,3,3,12,False
2024-07-26,Opening,Friday,411.37,0.23,0.2196,94.62,90.34,-4.28,1,1,4,False
2024-07-26,Early Breakfast,Friday,1718.83,0.23,0.2283,395.33,392.41,-2.92,6,6,24,False
2024-07-26,Late Breakfast,Friday,2297.63,0.23,0.22,528.45,505.48,-22.97,8,7,28,False
2024-07-26,Lunch,Friday,2382.3,0.23,0.219,547.93,521.72,-26.21,8,7,28,False
2024-07-26,Afternoon,Friday,2033.58,0.23,0.2277,467.72,463.05,-4.67,7,7,28,False
2024-07-26,Dinner,Friday,2620.77,0.23,0.2288,602.78,599.63,-3.15,9,9,36,False
2024-07-26,Late Night,Friday,1455.85,0.23,0.195,334.85,283.89,-50.96,5,4,16,False
2024-07-26,Overnight,Friday,1115.35,0.23,0.2249,256.53,250.84,-5.69,4,4,16,False
2024-07-27,Opening,Weekend,515.54,0.23,0.1905,118.57,98.21,-20.36,2,1,4,False
2024-07-27,Early Breakfast,Weekend,2020.3,0.23,0.179,464.67,361.63,-103.04,7,5,20,False
2024-07-27,Late Breakfast,Weekend,2606.13,0.23,0.2207,599.41,575.17,-24.24,9,8,32,False
2024-07-27,Lunch,Weekend,3430.19,0.23,0.1703,788.94,584.16,-204.78,11,8,32,False
2024-07-27,Afternoon,Weekend,3526.3,0.23,0.222,811.05,782.84,-28.21,12,11,44,False
2024-07-27,Dinner,Weekend,3183.61,0.23,0.1941,732.23,617.94,-114.29,10,9,36,False
2024-07-27,Late Night,Weekend,1953.84,0.23,0.2082,449.38,406.79,-42.59,6,6,24,False
2024-07-27,Overnight,Weekend,1677.38,0.23,0.1881,385.8,315.52,-70.28,6,5,20,False
2024-07-28,Opening,Weekend,478.4,0.23,0.1933,110.03,92.47,-17.56,2,1,4,False
2024-07-28,Early Breakfast,Weekend,1987.81,0.23,0.1823,457.2,362.38,-94.82,7,5,20,False
2024-07-28,Late Breakfast,Weekend,2535.87,0.23,0.1712,583.25,434.14,-149.11,8,6,24,False
2024-07-28,Lunch,Weekend,3296.03,0.23,0.1741,758.09,573.84,-184.25,11,8,32,False
2024-07-28,Afternoon,Weekend,3147.52,0.23,0.2183,723.93,687.1,-36.83,10,10,40,False
2024-07-28,Dinner,Weekend,3500.69,0.23,0.221,805.16,773.65,-31.51,12,11,44,False
2024-07-28,Late Night,Weekend,2082.78,0.23,0.1716,479.04,357.41,-121.63,7,5,20,False
2024-07-28,Overnight,Weekend,1582.53,0.23,0.1782,363.98,282.01,-81.97,5,4,16,False
2024-07-29,Opening,Weekday,352.69,0.23,0.2376,81.12,83.8,2.68,1,1,4,False
2024-07-29,Early Breakfast,Weekday,1676.03,0.23,0.2329,385.49,390.35,4.86,6,6,24,False
2024-07-29,Late Breakfast,Weekday,1687.59,0.23,0.2213,388.15,373.46,-14.69,6,5,20,False
2024-07-29,Lunch,Weekday,1714.9,0.23,0.2285,394.43,391.85,-2.58,6,6,24,False
2024-07-29,Afternoon,Weekday,1350.12,0.23,0.2405,310.53,324.7,14.17,4,5,20,False
2024-07-29,Dinner,Weekday,1578.73,0.23,0.2153,363.11,339.9,-23.21,5,5,20,False
2024-07-29,Late Night,Weekday,1238.17,0.23,0.2346,284.78,290.47,5.69,4,4,16,False
2024-07-29,Overnight,Weekday,1053.0,0.23,0.2257,242.19,237.66,-4.53,3,3,12,False
2024-07-30,Opening,Weekday,333.49,0.23,0.2144,76.7,71.5,-5.2,1,1,4,False
2024-07-30,Early Breakfast,Weekday,1668.93,0.23,0.2156,383.85,359.82,-24.03,5,5,20,False
2024-07-30,Late Breakfast,Weekday,1535.99,0.23,0.2268,353.28,348.36,-4.92,5,5,20,False
2024-07-30,Lunch,Weekday,1733.08,0.23,0.2109,398.61,365.51,-33.1,6,5,20,False
2024-07-30,Afternoon,Weekday,1435.93,0.23,0.2243,330.26,322.08,-8.18,5,5,20,False
2024-07-30,Dinner,Weekday,1678.82,0.23,0.2379,386.13,399.39,13.26,6,6,24,False
2024-07-30,Late Night,Weekday,1347.53,0.23,0.2382,309.93,320.98,11.05,4,5,20,False
2024-07-30,Overnight,Weekday,1061.74,0.23,0.2296,244.2,243.78,-0.42,3,3,12,False
2024-07-31,Opening,Weekday,354.92,0.23,0.2339,81.63,83.02,1.39,1,1,4,False
2024-07-31,Early Breakfast,Weekday,1516.4,0.23,0.2364,348.77,358.48,9.71,5,5,20,False
2024-07-31,Late Breakfast,Weekday,1530.0,0.23,0.2344,351.9,358.63,6.73,5,5,20,False
2024-07-31,Lunch,Weekday,1645.53,0.23,0.2327,378.47,382.91,4.44,5,5,20,False
2024-07-31,Afternoon,Weekday,1382.93,0.23,0.2289,318.07,316.55,-1.52,5,5,20,False
2024-07-31,Dinner,Weekday,1746.07,0.23,0.2127,401.6,371.39,-30.21,6,5,20,False
2024-07-31,Late Night,Weekday,1419.63,0.23,0.2426,326.51,344.4,17.89,5,5,20,False
2024-07-31,Overnight,Weekday,961.03,0.23,0.2213,221.04,212.68,-8.36,3,3,12,False
2024-08-01,Opening,Weekday,349.56,0.23,0.2122,80.4,74.18,-6.22,1,1,4,False
2024-08-01,Early Breakfast,Weekday,1513.94,0.23,0.2172,348.21,328.83,-19.38,5,5,20,False
2024-08-01,Late Breakfast,Weekday,1548.8,0.23,0.2343,356.22,362.88,6.66,5,5,20,False
2024-08-01,Lunch,Weekday,1808.63,0.23,0.2391,415.98,432.44,16.46,6,6,24,False
2024-08-01,Afternoon,Weekday,1323.24,0.23,0.2196,304.35,290.58,-13.77,4,4,16,False
2024-08-01,Dinner,Weekday,1754.83,0.23,0.214,403.61,375.53,-28.08,6,5,20,False
2024-08-01,Late Night,Weekday,1214.36,0.23,0.2191,279.3,266.07,-13.23,4,4,16,False
2024-08-01,Overnight,Weekday,954.6,0.23,0.2425,219.56,231.49,11.93,3,3,12,False
2024-08-02,Opening,Friday,436.4,0.23,0.2129,100.37,92.91,-7.46,1,1,4,False
2024-08-02,Early Breakfast,Friday,1654.63,0.23,0.225,380.56,372.29,-8.27,5,5,20,False
2024-08-02,Late Breakfast,Friday,2412.01,0.23,0.2289,554.76,552.11,-2.65,8,8,32,False
2024-08-02,Lunch,Friday,2449.5,0.23,0.197,563.38,482.55,-80.83,8,7,28,False
2024-08-02,Afternoon,Friday,2326.94,0.23,0.1989,535.2,462.83,-72.37,8,7,28,False
2024-08-02,Dinner,Friday,2729.71,0.23,0.1991,627.83,543.49,-84.34,9,8,32,False
2024-08-02,Late Night,Friday,1803.33,0.23,0.2038,414.77,367.52,-47.25,6,5,20,False
2024-08-02,Overnight,Friday,1429.52,0.23,0.211,328.79,301.63,-27.16,5,4,16,False
2024-08-03,Opening,Weekend,519.34,0.23,0.2128,119.45,110.52,-8.93,2,2,8,False
2024-08-03,Early Breakfast,Weekend,1945.69,0.23,0.2268,447.51,441.28,-6.23,6,6,24,False
2024-08-03,Late Breakfast,Weekend,2522.31,0.23,0.1797,580.13,453.26,-126.87,8,6,24,False
2024-08-03,Lunch,Weekend,3123.93,0.23,0.1933,718.5,603.86,-114.64,10,9,36,False
2024-08-03,Afternoon,Weekend,3352.01,0.23,0.1953,770.96,654.65,-116.31,11,9,36,False
2024-08-03,Dinner,Weekend,3136.29,0.23,0.1912,721.35,599.66,-121.69,10,9,36,False
2024-08-03,Late Night,Weekend,2013.5,0.23,0.1851,463.11,372.7,-90.41,7,5,20,False
2024-08-03,Overnight,Weekend,1579.74,0.23,0.2034,363.34,321.32,-42.02,5,5,20,False
2024-08-04,Opening,Weekend,490.89,0.23,0.2233,112.9,109.62,-3.28,2,2,8,False
2024-08-04,Early Breakfast,Weekend,1672.99,0.23,0.1865,384.79,312.01,-72.78,6,4,16,False
2024-08-04,Late Breakfast,Weekend,2332.66,0.23,0.1773,536.51,413.58,-122.93,8,6,24,False
2024-08-04,Lunch,Weekend,3343.28,0.23,0.1845,768.95,616.84,-152.11,11,9,36,False
2024-08-04,Afternoon,Weekend,3202.62,0.23,0.1865,736.6,597.29,-139.31,11,9,36,False
2024-08-04,Dinner,Weekend,2863.62,0.23,0.1785,658.63,511.16,-147.47,9,7,28,False
2024-08-04,Late Night,Weekend,1856.13,0.23,0.1952,426.91,362.32,-64.59,6,5,20,False
2024-08-04,Overnight,Weekend,1516.28,0.23,0.2061,348.74,312.51,-36.23,5,4,16,False
2024-08-05,Opening,Weekday,278.9,0.23,0.2196,64.15,61.25,-2.9,1,1,4,False
2024-08-05,Early Breakfast,Weekday,1458.65,0.23,0.2155,335.49,314.34,-21.15,5,4,16,False
2024-08-05,Late Breakfast,Weekday,1516.87,0.23,0.2432,348.88,368.9,20.02,5,5,20,False
2024-08-05,Lunch,Weekday,1731.83,0.23,0.2109,398.32,365.24,-33.08,6,5,20,False
2024-08-05,Afternoon,Weekday,1415.85,0.23,0.2168,325.65,306.96,-18.69,5,4,16,False
2024-08-05,Dinner,Weekday,1748.18,0.23,0.2213,402.08,386.87,-15.21,6,6,24,False
2024-08-05,Late Night,Weekday,1253.49,0.23,0.2344,288.3,293.82,5.52,4,4,16,False
2024-08-05,Overnight,Weekday,1003.31,0.23,0.2377,230.76,238.49,7.73,3,3,12,False
2024-08-06,Opening,Weekday,322.04,0.23,0.249,74.07,80.19,6.12,1,1,4,False
2024-08-06,Early Breakfast,Weekday,1391.31,0.23,0.2376,320.0,330.58,10.58,5,5,20,False
2024-08-06,Late Breakfast,Weekday,1764.27,0.23,0.2183,405.78,385.14,-20.64,6,6,24,False
2024-08-06,Lunch,Weekday,1725.74,0.23,0.2498,396.92,431.09,34.17,6,6,24,False
2024-08-06,Afternoon,Weekday,1374.55,0.23,0.2489,316.15,342.13,25.98,5,5,20,False
2024-08-06,Dinner,Weekday,1562.82,0.23,0.2359,359.45,368.67,9.22,5,5,20,False
2024-08-06,Late Night,Weekday,1351.25,0.23,0.237,310.79,320.25,9.46,4,5,20,False
2024-08-06,Overnight,Weekday,930.95,0.23,0.2286,214.12,212.82,-1.3,3,3,12,False
2024-08-07,Opening,Weekday,297.2,0.23,0.2486,68.36,73.88,5.52,1,1,4,False
2024-08-07,Early Breakfast,Weekday,1490.79,0.23,0.214,342.88,319.03,-23.85,5,5,20,False
2024-08-07,Late Breakfast,Weekday,1631.66,0.23,0.2303,375.28,375.77,0.49,5,5,20,False
2024-08-07,Lunch,Weekday,1703.96,0.23,0.2167,391.91,369.25,-22.66,6,5,20,False
2024-08-07,Afternoon,Weekday,1405.85,0.23,0.2116,323.35,297.48,-25.87,5,4,16,False
2024-08-07,Dinner,Weekday,1551.65,0.23,0.2275,356.88,353.0,-3.88,5,5,20,False
2024-08-07,Late Night,Weekday,1353.07,0.23,0.2189,311.21,296.19,-15.02,4,4,16,False
2024-08-07,Overnight,Weekday,1015.97,0.23,0.2424,233.67,246.27,12.6,3,4,16,False
2024-08-08,Opening,Weekday,279.35,0.23,0.2484,64.25,69.39,5.14,1,1,4,False
2024-08-08,Early Breakfast,Weekday,1500.52,0.23,0.2209,345.12,331.46,-13.66,5,5,20,False
2024-08-08,Late Breakfast,Weekday,1708.91,0.23,0.2302,393.05,393.39,0.34,6,6,24,False
2024-08-08,Lunch,Weekday,1456.49,0.23,0.2136,334.99,311.11,-23.88,5,4,16,False
2024-08-08,Afternoon,Weekday,1412.13,0.23,0.2192,324.79,309.54,-15.25,5,4,16,False
2024-08-08,Dinner,Weekday,1606.13,0.23,0.2252,369.41,361.7,-7.71,5,5,20,False
2024-08-08,Late Night,Weekday,1271.9,0.23,0.2189,292.54,278.42,-14.12,4,4,16,False
2024-08-08,Overnight,Weekday,986.86,0.23,0.2168,226.98,213.95,-13.03,3,3,12,False
2024-08-09,Opening,Friday,454.42,0.23,0.2205,104.52,100.2,-4.32,1,1,4,False
2024-08-09,Early Breakfast,Friday,1710.3,0.23,0.2087,393.37,356.94,-36.43,6,5,20,False
2024-08-09,Late Breakfast,Friday,2254.65,0.23,0.2218,518.57,500.08,-18.49,7,7,28,False
2024-08-09,Lunch,Friday,2674.22,0.23,0.2245,615.07,600.36,-14.71,9,9,36,False
2024-08-09,Afternoon,Friday,2361.65,0.23,0.2113,543.18,499.02,-44.16,8,7,28,False
2024-08-09,Dinner,Friday,2899.4,0.23,0.1986,666.86,575.82,-91.04,10,8,32,False
2024-08-09,Late Night,Friday,1710.68,0.23,0.213,393.46,364.37,-29.09,6,5,20,False
2024-08-09,Overnight,Friday,1425.62,0.23,0.1973,327.89,281.27,-46.62,5,4,16,False
2024-08-10,Opening,Weekend,526.23,0.23,0.1885,121.03,99.19,-21.84,2,1,4,False
2024-08-10,Early Breakfast,Weekend,1957.31,0.23,0.1711,450.18,334.9,-115.28,6,5,20,False
2024-08-10,Late Breakfast,Weekend,2413.58,0.23,0.1903,555.12,459.3,-95.82,8,7,28,False
2024-08-10,Lunch,Weekend,2977.22,0.23,0.2164,684.76,644.27,-40.49,10,9,36,False
2024-08-10,Afternoon,Weekend,3478.98,0.23,0.2092,800.17,727.8,-72.37,11,10,40,False
2024-08-10,Dinner,Weekend,3554.81,0.23,0.1812,817.61,644.13,-173.48,12,9,36,False
2024-08-10,Late Night,Weekend,1932.96,0.23,0.2227,444.58,430.47,-14.11,6,6,24,False
2024-08-10,Overnight,Weekend,1414.16,0.23,0.1829,325.26,258.65,-66.61,5,4,16,False
2024-08-11,Opening,Weekend,558.59,0.23,0.1779,128.48,99.37,-29.11,2,1,4,False
2024-08-11,Early Breakfast,Weekend,2045.02,0.23,0.2145,470.35,438.66,-31.69,7,6,24,False
2024-08-11,Late Breakfast,Weekend,2707.29,0.23,0.2066,622.68,559.33,-63.35,9,8,32,False
2024-08-11,Lunch,Weekend,3087.82,0.23,0.1805,710.2,557.35,-152.85,10,8,32,False
2024-08-11,Afternoon,Weekend,3365.43,0.23,0.188,774.05,632.7,-141.35,11,9,36,False
2024-08-11,Dinner,Weekend,3072.8,0.23,0.1941,706.74,596.43,-110.31,10,9,36,False
2024-08-11,Late Night,Weekend,1826.97,0.23,0.1778,420.2,324.84,-95.36,6,5,20,False
2024-08-11,Overnight,Weekend,1639.77,0.23,0.2049,377.15,335.99,-41.16,5,5,20,False
2024-08-12,Opening,Weekday,335.77,0.23,0.2263,77.23,75.98,-1.25,1,1,4,False
