date,day_of_week,day_type,month,quarter,shift_type,shift_start,shift_end,weather,weather_season,is_holiday,holiday_mult,season_name,season_mult,base_sales,target_sales,actual_sales,sales_variance
2024-07-03,Wednesday,Weekday,July,Q3,Late Night,20:00,00:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1000,1235.0,1187.29,-47.71
2024-07-03,Wednesday,Weekday,July,Q3,Overnight,00:00,04:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,800,988.0,1086.77,98.77
2024-07-04,Thursday,Weekday,July,Q3,Opening,04:00,05:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,250,325.0,355.25,30.25
2024-07-04,Thursday,Weekday,July,Q3,Early Breakfast,05:00,07:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1200,1560.0,1444.19,-115.81
2024-07-04,Thursday,Weekday,July,Q3,Late Breakfast,07:00,11:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1538.71,-151.29
2024-07-04,Thursday,Weekday,July,Q3,Lunch,11:00,14:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1645.11,-44.89
2024-07-04,Thursday,Weekday,July,Q3,Afternoon,14:00,17:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1100,1430.0,1309.13,-120.87
2024-07-04,Thursday,Weekday,July,Q3,Dinner,17:00,20:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1578.54,-111.46
2024-07-04,Thursday,Weekday,July,Q3,Late Night,20:00,00:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1000,1300.0,1291.92,-8.08
2024-07-04,Thursday,Weekday,July,Q3,Overnight,00:00,04:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,800,1040.0,1070.06,30.06
2024-07-05,Friday,Friday,July,Q3,Opening,04:00,05:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,350,455.0,456.91,1.91
2024-07-05,Friday,Friday,July,Q3,Early Breakfast,05:00,07:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1400,1820.0,1790.25,-29.75
2024-07-05,Friday,Friday,July,Q3,Late Breakfast,07:00,11:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1700,2210.0,2231.94,21.94
2024-07-05,Friday,Friday,July,Q3,Lunch,11:00,14:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2000,2600.0,2581.54,-18.46
2024-07-05,Friday,Friday,July,Q3,Afternoon,14:00,17:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1800,2340.0,2511.46,171.46
2024-07-05,Friday,Friday,July,Q3,Dinner,17:00,20:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2200,2860.0,2993.8,133.8
2024-07-05,Friday,Friday,July,Q3,Late Night,20:00,00:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1679.72,-10.28
2024-07-05,Friday,Friday,July,Q3,Overnight,00:00,04:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1000,1300.0,1210.4,-89.6
2024-07-06,Saturday,Weekend,July,Q3,Opening,04:00,05:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,400,520.0,569.54,49.54
2024-07-06,Saturday,Weekend,July,Q3,Early Breakfast,05:00,07:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1500,1950.0,1857.12,-92.88
2024-07-06,Saturday,Weekend,July,Q3,Late Breakfast,07:00,11:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2000,2600.0,2451.7,-148.3
2024-07-06,Saturday,Weekend,July,Q3,Lunch,11:00,14:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2500,3250.0,3002.63,-247.37
2024-07-06,Saturday,Weekend,July,Q3,Afternoon,14:00,17:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2500,3250.0,3043.22,-206.78
2024-07-06,Saturday,Weekend,July,Q3,Dinner,17:00,20:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2500,3250.0,3469.91,219.91
2024-07-06,Saturday,Weekend,July,Q3,Late Night,20:00,00:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1500,1950.0,2049.7,99.7
2024-07-06,Saturday,Weekend,July,Q3,Overnight,00:00,04:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1200,1560.0,1549.11,-10.89
2024-07-07,Sunday,Weekend,July,Q3,Opening,04:00,05:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,400,494.0,469.72,-24.28
2024-07-07,Sunday,Weekend,July,Q3,Early Breakfast,05:00,07:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1500,1852.5,2029.96,177.46
2024-07-07,Sunday,Weekend,July,Q3,Late Breakfast,07:00,11:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,2000,2470.0,2587.88,117.88
2024-07-07,Sunday,Weekend,July,Q3,Lunch,11:00,14:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,2500,3087.5,3349.36,261.86
2024-07-07,Sunday,Weekend,July,Q3,Afternoon,14:00,17:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,2500,3087.5,3183.1,95.6
2024-07-07,Sunday,Weekend,July,Q3,Dinner,17:00,20:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,2500,3087.5,2925.05,-162.45
2024-07-07,Sunday,Weekend,July,Q3,Late Night,20:00,00:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1500,1852.5,2022.55,170.05
2024-07-07,Sunday,Weekend,July,Q3,Overnight,00:00,04:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1200,1482.0,1448.92,-33.08
2024-07-08,Monday,Weekday,July,Q3,Opening,04:00,05:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,250,308.75,335.48,26.73
2024-07-08,Monday,Weekday,July,Q3,Early Breakfast,05:00,07:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1200,1482.0,1413.96,-68.04
2024-07-08,Monday,Weekday,July,Q3,Late Breakfast,07:00,11:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1300,1605.5,1569.14,-36.36
2024-07-08,Monday,Weekday,July,Q3,Lunch,11:00,14:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1300,1605.5,1743.28,137.78
2024-07-08,Monday,Weekday,July,Q3,Afternoon,14:00,17:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1100,1358.5,1281.34,-77.16
2024-07-08,Monday,Weekday,July,Q3,Dinner,17:00,20:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1300,1605.5,1756.6,151.1
2024-07-08,Monday,Weekday,July,Q3,Late Night,20:00,00:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1000,1235.0,1217.18,-17.82
2024-07-08,Monday,Weekday,July,Q3,Overnight,00:00,04:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,800,988.0,930.16,-57.84
2024-07-09,Tuesday,Weekday,July,Q3,Opening,04:00,05:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,250,325.0,343.17,18.17
2024-07-09,Tuesday,Weekday,July,Q3,Early Breakfast,05:00,07:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1200,1560.0,1708.77,148.77
2024-07-09,Tuesday,Weekday,July,Q3,Late Breakfast,07:00,11:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1830.47,140.47
2024-07-09,Tuesday,Weekday,July,Q3,Lunch,11:00,14:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1558.11,-131.89
2024-07-09,Tuesday,Weekday,July,Q3,Afternoon,14:00,17:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1100,1430.0,1546.39,116.39
2024-07-09,Tuesday,Weekday,July,Q3,Dinner,17:00,20:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1552.98,-137.02
2024-07-09,Tuesday,Weekday,July,Q3,Late Night,20:00,00:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1000,1300.0,1380.16,80.16
2024-07-09,Tuesday,Weekday,July,Q3,Overnight,00:00,04:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,800,1040.0,1068.05,28.05
2024-07-10,Wednesday,Weekday,July,Q3,Opening,04:00,05:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,250,308.75,304.32,-4.43
2024-07-10,Wednesday,Weekday,July,Q3,Early Breakfast,05:00,07:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1200,1482.0,1503.29,21.29
2024-07-10,Wednesday,Weekday,July,Q3,Late Breakfast,07:00,11:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1300,1605.5,1660.49,54.99
2024-07-10,Wednesday,Weekday,July,Q3,Lunch,11:00,14:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1300,1605.5,1597.29,-8.21
2024-07-10,Wednesday,Weekday,July,Q3,Afternoon,14:00,17:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1100,1358.5,1292.52,-65.98
2024-07-10,Wednesday,Weekday,July,Q3,Dinner,17:00,20:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1300,1605.5,1660.07,54.57
2024-07-10,Wednesday,Weekday,July,Q3,Late Night,20:00,00:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1000,1235.0,1325.74,90.74
2024-07-10,Wednesday,Weekday,July,Q3,Overnight,00:00,04:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,800,988.0,1063.18,75.18
2024-07-11,Thursday,Weekday,July,Q3,Opening,04:00,05:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,250,325.0,296.6,-28.4
2024-07-11,Thursday,Weekday,July,Q3,Early Breakfast,05:00,07:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1200,1560.0,1685.8,125.8
2024-07-11,Thursday,Weekday,July,Q3,Late Breakfast,07:00,11:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1597.09,-92.91
2024-07-11,Thursday,Weekday,July,Q3,Lunch,11:00,14:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1779.52,89.52
2024-07-11,Thursday,Weekday,July,Q3,Afternoon,14:00,17:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1100,1430.0,1546.2,116.2
2024-07-11,Thursday,Weekday,July,Q3,Dinner,17:00,20:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1610.15,-79.85
2024-07-11,Thursday,Weekday,July,Q3,Late Night,20:00,00:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1000,1300.0,1281.47,-18.53
2024-07-11,Thursday,Weekday,July,Q3,Overnight,00:00,04:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,800,1040.0,958.7,-81.3
2024-07-12,Friday,Friday,July,Q3,Opening,04:00,05:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,350,455.0,417.98,-37.02
2024-07-12,Friday,Friday,July,Q3,Early Breakfast,05:00,07:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1400,1820.0,1752.02,-67.98
2024-07-12,Friday,Friday,July,Q3,Late Breakfast,07:00,11:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1700,2210.0,2010.99,-199.01
2024-07-12,Friday,Friday,July,Q3,Lunch,11:00,14:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2000,2600.0,2757.88,157.88
2024-07-12,Friday,Friday,July,Q3,Afternoon,14:00,17:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1800,2340.0,2520.18,180.18
2024-07-12,Friday,Friday,July,Q3,Dinner,17:00,20:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2200,2860.0,2694.98,-165.02
2024-07-12,Friday,Friday,July,Q3,Late Night,20:00,00:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1627.62,-62.38
2024-07-12,Friday,Friday,July,Q3,Overnight,00:00,04:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1000,1300.0,1284.12,-15.88
2024-07-13,Saturday,Weekend,July,Q3,Opening,04:00,05:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,400,520.0,536.62,16.62
2024-07-13,Saturday,Weekend,July,Q3,Early Breakfast,05:00,07:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1500,1950.0,1790.58,-159.42
2024-07-13,Saturday,Weekend,July,Q3,Late Breakfast,07:00,11:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2000,2600.0,2797.17,197.17
2024-07-13,Saturday,Weekend,July,Q3,Lunch,11:00,14:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2500,3250.0,2964.98,-285.02
2024-07-13,Saturday,Weekend,July,Q3,Afternoon,14:00,17:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2500,3250.0,3204.79,-45.21
2024-07-13,Saturday,Weekend,July,Q3,Dinner,17:00,20:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2500,3250.0,3206.23,-43.77
2024-07-13,Saturday,Weekend,July,Q3,Late Night,20:00,00:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1500,1950.0,2098.88,148.88
2024-07-13,Saturday,Weekend,July,Q3,Overnight,00:00,04:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1200,1560.0,1480.78,-79.22
2024-07-14,Sunday,Weekend,July,Q3,Opening,04:00,05:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,400,520.0,550.79,30.79
2024-07-14,Sunday,Weekend,July,Q3,Early Breakfast,05:00,07:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1500,1950.0,1860.38,-89.62
2024-07-14,Sunday,Weekend,July,Q3,Late Breakfast,07:00,11:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2000,2600.0,2609.76,9.76
2024-07-14,Sunday,Weekend,July,Q3,Lunch,11:00,14:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2500,3250.0,3547.03,297.03
2024-07-14,Sunday,Weekend,July,Q3,Afternoon,14:00,17:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2500,3250.0,3223.11,-26.89
2024-07-14,Sunday,Weekend,July,Q3,Dinner,17:00,20:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2500,3250.0,2930.85,-319.15
2024-07-14,Sunday,Weekend,July,Q3,Late Night,20:00,00:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1500,1950.0,1811.28,-138.72
2024-07-14,Sunday,Weekend,July,Q3,Overnight,00:00,04:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1200,1560.0,1493.57,-66.43
2024-07-15,Monday,Weekday,July,Q3,Opening,04:00,05:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,250,325.0,323.64,-1.36
2024-07-15,Monday,Weekday,July,Q3,Early Breakfast,05:00,07:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1200,1560.0,1622.62,62.62
2024-07-15,Monday,Weekday,July,Q3,Late Breakfast,07:00,11:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1842.1,152.1
2024-07-15,Monday,Weekday,July,Q3,Lunch,11:00,14:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1849.62,159.62
2024-07-15,Monday,Weekday,July,Q3,Afternoon,14:00,17:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1100,1430.0,1405.24,-24.76
2024-07-15,Monday,Weekday,July,Q3,Dinner,17:00,20:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1644.42,-45.58
2024-07-15,Monday,Weekday,July,Q3,Late Night,20:00,00:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1000,1300.0,1188.46,-111.54
2024-07-15,Monday,Weekday,July,Q3,Overnight,00:00,04:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,800,1040.0,969.44,-70.56
2024-07-16,Tuesday,Weekday,July,Q3,Opening,04:00,05:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,250,325.0,347.43,22.43
2024-07-16,Tuesday,Weekday,July,Q3,Early Breakfast,05:00,07:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1200,1560.0,1533.56,-26.44
2024-07-16,Tuesday,Weekday,July,Q3,Late Breakfast,07:00,11:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1575.21,-114.79
2024-07-16,Tuesday,Weekday,July,Q3,Lunch,11:00,14:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1654.66,-35.34
2024-07-16,Tuesday,Weekday,July,Q3,Afternoon,14:00,17:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1100,1430.0,1467.67,37.67
2024-07-16,Tuesday,Weekday,July,Q3,Dinner,17:00,20:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1751.69,61.69
2024-07-16,Tuesday,Weekday,July,Q3,Late Night,20:00,00:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1000,1300.0,1325.65,25.65
2024-07-16,Tuesday,Weekday,July,Q3,Overnight,00:00,04:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,800,1040.0,975.87,-64.13
2024-07-17,Wednesday,Weekday,July,Q3,Opening,04:00,05:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,250,325.0,315.88,-9.12
2024-07-17,Wednesday,Weekday,July,Q3,Early Breakfast,05:00,07:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1200,1560.0,1534.23,-25.77
2024-07-17,Wednesday,Weekday,July,Q3,Late Breakfast,07:00,11:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1545.05,-144.95
2024-07-17,Wednesday,Weekday,July,Q3,Lunch,11:00,14:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1633.78,-56.22
2024-07-17,Wednesday,Weekday,July,Q3,Afternoon,14:00,17:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1100,1430.0,1440.78,10.78
2024-07-17,Wednesday,Weekday,July,Q3,Dinner,17:00,20:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1551.78,-138.22
2024-07-17,Wednesday,Weekday,July,Q3,Late Night,20:00,00:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1000,1300.0,1306.72,6.72
2024-07-17,Wednesday,Weekday,July,Q3,Overnight,00:00,04:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,800,1040.0,1046.91,6.91
2024-07-18,Thursday,Weekday,July,Q3,Opening,04:00,05:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,250,308.75,278.31,-30.44
2024-07-18,Thursday,Weekday,July,Q3,Early Breakfast,05:00,07:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1200,1482.0,1385.1,-96.9
2024-07-18,Thursday,Weekday,July,Q3,Late Breakfast,07:00,11:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1300,1605.5,1592.03,-13.47
2024-07-18,Thursday,Weekday,July,Q3,Lunch,11:00,14:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1300,1605.5,1700.09,94.59
2024-07-18,Thursday,Weekday,July,Q3,Afternoon,14:00,17:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1100,1358.5,1399.38,40.88
2024-07-18,Thursday,Weekday,July,Q3,Dinner,17:00,20:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1300,1605.5,1548.45,-57.05
2024-07-18,Thursday,Weekday,July,Q3,Late Night,20:00,00:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1000,1235.0,1126.29,-108.71
2024-07-18,Thursday,Weekday,July,Q3,Overnight,00:00,04:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,800,988.0,1031.54,43.54
2024-07-19,Friday,Friday,July,Q3,Opening,04:00,05:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,350,455.0,418.16,-36.84
2024-07-19,Friday,Friday,July,Q3,Early Breakfast,05:00,07:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1400,1820.0,1853.92,33.92
2024-07-19,Friday,Friday,July,Q3,Late Breakfast,07:00,11:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1700,2210.0,2313.37,103.37
2024-07-19,Friday,Friday,July,Q3,Lunch,11:00,14:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2000,2600.0,2663.24,63.24
2024-07-19,Friday,Friday,July,Q3,Afternoon,14:00,17:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1800,2340.0,2349.12,9.12
2024-07-19,Friday,Friday,July,Q3,Dinner,17:00,20:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2200,2860.0,2812.94,-47.06
2024-07-19,Friday,Friday,July,Q3,Late Night,20:00,00:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1587.72,-102.28
2024-07-19,Friday,Friday,July,Q3,Overnight,00:00,04:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1000,1300.0,1295.11,-4.89
2024-07-20,Saturday,Weekend,July,Q3,Opening,04:00,05:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,400,520.0,492.71,-27.29
2024-07-20,Saturday,Weekend,July,Q3,Early Breakfast,05:00,07:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1500,1950.0,2010.91,60.91
2024-07-20,Saturday,Weekend,July,Q3,Late Breakfast,07:00,11:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2000,2600.0,2591.78,-8.22
2024-07-20,Saturday,Weekend,July,Q3,Lunch,11:00,14:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2500,3250.0,3423.44,173.44
2024-07-20,Saturday,Weekend,July,Q3,Afternoon,14:00,17:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2500,3250.0,3330.83,80.83
2024-07-20,Saturday,Weekend,July,Q3,Dinner,17:00,20:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2500,3250.0,2992.69,-257.31
2024-07-20,Saturday,Weekend,July,Q3,Late Night,20:00,00:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1500,1950.0,1858.06,-91.94
2024-07-20,Saturday,Weekend,July,Q3,Overnight,00:00,04:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1200,1560.0,1519.84,-40.16
2024-07-21,Sunday,Weekend,July,Q3,Opening,04:00,05:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,400,520.0,504.64,-15.36
2024-07-21,Sunday,Weekend,July,Q3,Early Breakfast,05:00,07:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1500,1950.0,2099.79,149.79
2024-07-21,Sunday,Weekend,July,Q3,Late Breakfast,07:00,11:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2000,2600.0,2583.62,-16.38
2024-07-21,Sunday,Weekend,July,Q3,Lunch,11:00,14:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2500,3250.0,3164.91,-85.09
2024-07-21,Sunday,Weekend,July,Q3,Afternoon,14:00,17:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2500,3250.0,3165.72,-84.28
2024-07-21,Sunday,Weekend,July,Q3,Dinner,17:00,20:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,2500,3250.0,3184.26,-65.74
2024-07-21,Sunday,Weekend,July,Q3,Late Night,20:00,00:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1500,1950.0,1785.09,-164.91
2024-07-21,Sunday,Weekend,July,Q3,Overnight,00:00,04:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1200,1560.0,1664.85,104.85
2024-07-22,Monday,Weekday,July,Q3,Opening,04:00,05:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,250,308.75,339.11,30.36
2024-07-22,Monday,Weekday,July,Q3,Early Breakfast,05:00,07:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1200,1482.0,1349.36,-132.64
2024-07-22,Monday,Weekday,July,Q3,Late Breakfast,07:00,11:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1300,1605.5,1746.0,140.5
2024-07-22,Monday,Weekday,July,Q3,Lunch,11:00,14:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1300,1605.5,1456.85,-148.65
2024-07-22,Monday,Weekday,July,Q3,Afternoon,14:00,17:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1100,1358.5,1335.96,-22.54
2024-07-22,Monday,Weekday,July,Q3,Dinner,17:00,20:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1300,1605.5,1466.16,-139.34
2024-07-22,Monday,Weekday,July,Q3,Late Night,20:00,00:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1000,1235.0,1204.91,-30.09
2024-07-22,Monday,Weekday,July,Q3,Overnight,00:00,04:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,800,988.0,964.65,-23.35
2024-07-23,Tuesday,Weekday,July,Q3,Opening,04:00,05:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,250,325.0,355.16,30.16
2024-07-23,Tuesday,Weekday,July,Q3,Early Breakfast,05:00,07:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1200,1560.0,1549.23,-10.77
2024-07-23,Tuesday,Weekday,July,Q3,Late Breakfast,07:00,11:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1797.43,107.43
2024-07-23,Tuesday,Weekday,July,Q3,Lunch,11:00,14:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1786.61,96.61
2024-07-23,Tuesday,Weekday,July,Q3,Afternoon,14:00,17:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1100,1430.0,1384.9,-45.1
2024-07-23,Tuesday,Weekday,July,Q3,Dinner,17:00,20:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1736.97,46.97
2024-07-23,Tuesday,Weekday,July,Q3,Late Night,20:00,00:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1000,1300.0,1307.8,7.8
2024-07-23,Tuesday,Weekday,July,Q3,Overnight,00:00,04:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,800,1040.0,1142.87,102.87
2024-07-24,Wednesday,Weekday,July,Q3,Opening,04:00,05:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,250,325.0,319.88,-5.12
2024-07-24,Wednesday,Weekday,July,Q3,Early Breakfast,05:00,07:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1200,1560.0,1559.01,-0.99
2024-07-24,Wednesday,Weekday,July,Q3,Late Breakfast,07:00,11:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1621.49,-68.51
2024-07-24,Wednesday,Weekday,July,Q3,Lunch,11:00,14:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1757.09,67.09
2024-07-24,Wednesday,Weekday,July,Q3,Afternoon,14:00,17:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1100,1430.0,1373.12,-56.88
2024-07-24,Wednesday,Weekday,July,Q3,Dinner,17:00,20:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1300,1690.0,1763.56,73.56
2024-07-24,Wednesday,Weekday,July,Q3,Late Night,20:00,00:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,1000,1300.0,1372.16,72.16
2024-07-24,Wednesday,Weekday,July,Q3,Overnight,00:00,04:00,Sunny,Summer,False,1.0,Summer Vacation,1.3,800,1040.0,1094.13,54.13
2024-07-25,Thursday,Weekday,July,Q3,Opening,04:00,05:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,250,308.75,304.24,-4.51
2024-07-25,Thursday,Weekday,July,Q3,Early Breakfast,05:00,07:00,Rainy,Summer,False,1.0,Summer Vacation,1.3,1200,1482.0,1627.57,145.57
