date,shift_type,day_type,actual_sales,target_waste_pct,actual_waste_pct,target_waste_cost,actual_waste_cost,waste_variance,waste_reason,is_over_target
2024-06-21,Late Breakfast,Friday,2273.03,0.03,0.0308,68.19,70.01,1.82,Expired Vegetables,False
2024-06-21,Lunch,Friday,2343.83,0.03,0.0457,70.31,107.11,36.8,Expired Vegetables,False
2024-06-21,Afternoon,Friday,2332.86,0.03,0.0252,69.99,58.79,-11.2,Overproduction,False
2024-06-21,Dinner,Friday,3015.43,0.03,0.0529,90.46,159.52,69.06,UHC Expiration,True
2024-06-21,Late Night,Friday,1632.79,0.03,0.0272,48.98,44.41,-4.57,UHC Expiration,False
2024-06-21,Overnight,Friday,1252.18,0.03,0.0113,37.57,14.15,-23.42,Delivery Driver No Show:,False
2024-06-22,Opening,Weekend,518.01,0.03,0.0127,15.54,6.58,-8.96,UHC Expiration,False
2024-06-22,Early Breakfast,Weekend,2095.45,0.03,0.0229,62.86,47.99,-14.87,Overproduction,False
2024-06-22,Late Breakfast,Weekend,2598.73,0.03,0.0358,77.96,93.03,15.07,UHC Expiration,False
2024-06-22,Lunch,Weekend,3394.83,0.03,0.0593,101.84,201.31,99.47,UHC Expiration,True
2024-06-22,Afternoon,Weekend,3408.14,0.03,0.0239,102.24,81.45,-20.79,Dropped Food,False
2024-06-22,Dinner,Weekend,3505.04,0.03,0.0585,105.15,205.04,99.89,UHC Expiration,True
2024-06-22,Late Night,Weekend,1830.3,0.03,0.0305,54.91,55.82,0.91,UHC Expiration,False
2024-06-22,Overnight,Weekend,1699.77,0.03,0.0112,50.99,19.04,-31.95,UHC Expiration,False
2024-06-23,Opening,Weekend,536.16,0.03,0.0156,16.08,8.36,-7.72,UHC Expiration,False
2024-06-23,Early Breakfast,Weekend,2058.22,0.03,0.0322,61.75,66.27,4.52,UHC Expiration,False
2024-06-23,Late Breakfast,Weekend,2671.91,0.03,0.0375,80.16,100.2,20.04,UHC Expiration,False
2024-06-23,Lunch,Weekend,3047.19,0.03,0.0433,91.42,131.94,40.52,Overproduction,False
2024-06-23,Afternoon,Weekend,3119.41,0.03,0.0112,93.58,34.94,-58.64,Wrong Order,False
2024-06-23,Dinner,Weekend,3056.91,0.03,0.0597,91.71,182.5,90.79,Dropped Food,True
2024-06-23,Late Night,Weekend,1954.15,0.03,0.0258,58.62,50.42,-8.2,UHC Expiration,False
2024-06-23,Overnight,Weekend,1673.51,0.03,0.0156,50.21,26.11,-24.1,Expired Vegetables,False
2024-06-24,Opening,Weekday,318.65,0.03,0.0162,9.56,5.16,-4.4,Expired Vegetables,False
2024-06-24,Early Breakfast,Weekday,1577.87,0.03,0.0267,47.34,42.13,-5.21,Wrong Order,False
2024-06-24,Late Breakfast,Weekday,1778.43,0.03,0.0459,53.35,81.63,28.28,UHC Expiration,False
2024-06-24,Lunch,Weekday,1719.26,0.03,0.0507,51.58,87.17,35.59,Overproduction,True
2024-06-24,Afternoon,Weekday,1494.54,0.03,0.0146,44.84,21.82,-23.02,UHC Expiration,False
2024-06-24,Dinner,Weekday,1742.92,0.03,0.0499,52.29,86.97,34.68,Dropped Food,False
2024-06-24,Late Night,Weekday,1421.62,0.03,0.03,42.65,42.65,0.0,UHC Expiration,False
2024-06-24,Overnight,Weekday,1029.4,0.03,0.0177,30.88,18.22,-12.66,Overproduction,False
2024-06-25,Opening,Weekday,327.61,0.03,0.0116,9.83,3.8,-6.03,Overproduction,False
2024-06-25,Early Breakfast,Weekday,1686.9,0.03,0.0213,50.61,35.93,-14.68,UHC Expiration,False
2024-06-25,Late Breakfast,Weekday,1603.76,0.03,0.0438,48.11,70.24,22.13,UHC Expiration,False
2024-06-25,Lunch,Weekday,1777.93,0.03,0.0432,53.34,76.81,23.47,Overproduction,False
2024-06-25,Afternoon,Weekday,1360.38,0.03,0.0244,40.81,33.19,-7.62,Expired Vegetables,False
2024-06-25,Dinner,Weekday,1616.16,0.03,0.0423,48.48,68.36,19.88,UHC Expiration,False
2024-06-25,Late Night,Weekday,1373.79,0.03,0.0315,41.21,43.27,2.06,UHC Expiration,False
2024-06-25,Overnight,Weekday,964.11,0.03,0.019,28.92,18.32,-10.6,UHC Expiration,False
2024-06-26,Opening,Weekday,298.52,0.03,0.0102,8.96,3.04,-5.92,Overproduction,False
2024-06-26,Early Breakfast,Weekday,1444.33,0.03,0.0382,43.33,55.17,11.84,Expired Vegetables,False
2024-06-26,Late Breakfast,Weekday,1601.81,0.03,0.0474,48.05,75.93,27.88,UHC Expiration,False
2024-06-26,Lunch,Weekday,1739.07,0.03,0.057,52.17,99.13,46.96,Wrong Order,True
2024-06-26,Afternoon,Weekday,1460.42,0.03,0.0259,43.81,37.82,-5.99,UHC Expiration,False
2024-06-26,Dinner,Weekday,1674.95,0.03,0.0511,50.25,85.59,35.34,UHC Expiration,True
2024-06-26,Late Night,Weekday,1363.04,0.03,0.0292,40.89,39.8,-1.09,Expired Vegetables,False
2024-06-26,Overnight,Weekday,955.4,0.03,0.0177,28.66,16.91,-11.75,Overproduction,False
2024-06-27,Opening,Weekday,292.01,0.03,0.0139,8.76,4.06,-4.7,Dropped Food,False
2024-06-27,Early Breakfast,Weekday,1592.51,0.03,0.036,47.78,57.33,9.55,UHC Expiration,False
2024-06-27,Late Breakfast,Weekday,1689.04,0.03,0.0402,50.67,67.9,17.23,Overproduction,False
2024-06-27,Lunch,Weekday,1507.33,0.03,0.0589,45.22,88.78,43.56,UHC Expiration,True
2024-06-27,Afternoon,Weekday,1457.91,0.03,0.0185,43.74,26.97,-16.77,UHC Expiration,False
2024-06-27,Dinner,Weekday,1650.19,0.03,0.0694,49.51,114.52,65.01,Overproduction,True
2024-06-27,Late Night,Weekday,1217.54,0.03,0.0303,36.53,36.89,0.36,Expired Vegetables,False
2024-06-27,Overnight,Weekday,902.86,0.03,0.0155,27.09,13.99,-13.1,UHC Expiration,False
2024-06-28,Opening,Friday,467.32,0.03,0.0158,14.02,7.38,-6.64,Expired Vegetables,False
2024-06-28,Early Breakfast,Friday,1834.08,0.03,0.0283,55.02,51.9,-3.12,UHC Expiration,False
2024-06-28,Late Breakfast,Friday,2426.9,0.03,0.043,72.81,104.36,31.55,Expired Vegetables,False
2024-06-28,Lunch,Friday,2618.41,0.03,0.05,78.55,130.92,52.37,UHC Expiration,False
2024-06-28,Afternoon,Friday,2130.55,0.03,0.0151,63.92,32.17,-31.75,Dropped Food,False
2024-06-28,Dinner,Friday,3125.53,0.03,0.0482,93.77,150.65,56.88,Expired Vegetables,False
2024-06-28,Late Night,Friday,1521.09,0.03,0.0245,45.63,37.27,-8.36,Wrong Order,False
2024-06-28,Overnight,Friday,1339.73,0.03,0.0125,40.19,16.75,-23.44,UHC Expiration,False
2024-06-29,Opening,Weekend,486.49,0.03,0.0185,14.59,9.0,-5.59,Expired Vegetables,False
2024-06-29,Early Breakfast,Weekend,2061.07,0.03,0.0244,61.83,50.29,-11.54,Expired Vegetables,False
2024-06-29,Late Breakfast,Weekend,2833.7,0.03,0.0436,85.01,123.55,38.54,Expired Vegetables,False
2024-06-29,Lunch,Weekend,3207.85,0.03,0.0587,96.24,188.3,92.06,UHC Expiration,True
2024-06-29,Afternoon,Weekend,3076.84,0.03,0.029,92.31,89.23,-3.08,Expired Vegetables,False
2024-06-29,Dinner,Weekend,3514.49,0.03,0.0495,105.43,173.97,68.54,UHC Expiration,False
2024-06-29,Late Night,Weekend,2135.26,0.03,0.0234,64.06,49.97,-14.09,Expired Vegetables,False
2024-06-29,Overnight,Weekend,1660.53,0.03,0.0143,49.82,23.75,-26.07,UHC Expiration,False
2024-06-30,Opening,Weekend,504.82,0.03,0.0175,15.14,8.83,-6.31,UHC Expiration,False
2024-06-30,Early Breakfast,Weekend,1831.16,0.03,0.0267,54.93,48.89,-6.04,Dropped Food,False
2024-06-30,Late Breakfast,Weekend,2619.17,0.03,0.0301,78.58,78.84,0.26,UHC Expiration,False
2024-06-30,Lunch,Weekend,3506.29,0.03,0.0437,105.19,153.22,48.03,Expired Vegetables,False
2024-06-30,Afternoon,Weekend,3486.88,0.03,0.0107,104.61,37.31,-67.3,Dropped Food,False
2024-06-30,Dinner,Weekend,3378.52,0.03,0.0629,101.36,212.51,111.15,UHC Expiration,True
2024-06-30,Late Night,Weekend,2132.62,0.03,0.0354,63.98,75.49,11.51,UHC Expiration,False
2024-06-30,Overnight,Weekend,1407.31,0.03,0.0194,42.22,27.3,-14.92,UHC Expiration,False
2024-07-01,Opening,Weekday,455.3,0.03,0.0109,13.66,4.96,-8.7,Overproduction,False
2024-07-01,Early Breakfast,Weekday,2335.76,0.03,0.036,70.07,84.09,14.02,Dropped Food,False
2024-07-01,Late Breakfast,Weekday,2345.81,0.03,0.0327,70.37,76.71,6.34,UHC Expiration,False
2024-07-01,Lunch,Weekday,2211.09,0.03,0.0529,66.33,116.97,50.64,Overproduction,True
2024-07-01,Afternoon,Weekday,1876.76,0.03,0.0121,56.3,22.71,-33.59,Expired Vegetables,False
2024-07-01,Dinner,Weekday,2234.19,0.03,0.0442,67.03,98.75,31.72,UHC Expiration,False
2024-07-01,Late Night,Weekday,1973.78,0.03,0.0213,59.21,42.04,-17.17,Expired Vegetables,False
2024-07-01,Overnight,Weekday,1499.52,0.03,0.0177,44.99,26.54,-18.45,Overproduction,False
2024-07-02,Opening,Weekday,280.34,0.03,0.0149,8.41,4.18,-4.23,UHC Expiration,False
2024-07-02,Early Breakfast,Weekday,1607.71,0.03,0.0268,48.23,43.09,-5.14,Overproduction,False
2024-07-02,Late Breakfast,Weekday,1730.98,0.03,0.0467,51.93,80.84,28.91,Wrong Order,False
2024-07-02,Lunch,Weekday,1545.12,0.03,0.0455,46.35,70.3,23.95,Overproduction,False
2024-07-02,Afternoon,Weekday,1325.98,0.03,0.0224,39.78,29.7,-10.08,Expired Vegetables,False
2024-07-02,Dinner,Weekday,1599.07,0.03,0.0673,47.97,107.62,59.65,UHC Expiration,True
2024-07-02,Late Night,Weekday,1325.73,0.03,0.0333,39.77,44.15,4.38,UHC Expiration,False
2024-07-02,Overnight,Weekday,933.31,0.03,0.0103,28.0,9.61,-18.39,Overproduction,False
2024-07-03,Opening,Weekday,315.81,0.03,0.0122,9.47,3.85,-5.62,Overproduction,False
2024-07-03,Early Breakfast,Weekday,1418.45,0.03,0.0343,42.55,48.65,6.1,Dropped Food,False
2024-07-03,Late Breakfast,Weekday,1508.46,0.03,0.0375,45.25,56.57,11.32,UHC Expiration,False
2024-07-03,Lunch,Weekday,1516.56,0.03,0.0482,45.5,73.1,27.6,Overproduction,False
2024-07-03,Afternoon,Weekday,1479.3,0.03,0.0183,44.38,27.07,-17.31,Overproduction,False
2024-07-03,Dinner,Weekday,1727.4,0.03,0.0412,51.82,71.17,19.35,Delivery Driver No Show:,False
2024-07-03,Late Night,Weekday,1187.29,0.03,0.0357,35.62,42.39,6.77,UHC Expiration,False
2024-07-03,Overnight,Weekday,1086.77,0.03,0.0112,32.6,12.17,-20.43,Expired Vegetables,False
2024-07-04,Opening,Weekday,355.25,0.03,0.0107,10.66,3.8,-6.86,Expired Vegetables,False
2024-07-04,Early Breakfast,Weekday,1444.19,0.03,0.0389,43.33,56.18,12.85,Dropped Food,False
2024-07-04,Late Breakfast,Weekday,1538.71,0.03,0.0397,46.16,61.09,14.93,Overproduction,False
2024-07-04,Lunch,Weekday,1645.11,0.03,0.0585,49.35,96.24,46.89,Overproduction,True
2024-07-04,Afternoon,Weekday,1309.13,0.03,0.021,39.27,27.49,-11.78,Overproduction,False
2024-07-04,Dinner,Weekday,1578.54,0.03,0.0412,47.36,65.04,17.68,Expired Vegetables,False
2024-07-04,Late Night,Weekday,1291.92,0.03,0.0303,38.76,39.15,0.39,UHC Expiration,False
2024-07-04,Overnight,Weekday,1070.06,0.03,0.017,32.1,18.19,-13.91,Expired Vegetables,False
2024-07-05,Opening,Friday,456.91,0.03,0.0145,13.71,6.63,-7.08,UHC Expiration,False
2024-07-05,Early Breakfast,Friday,1790.25,0.03,0.0212,53.71,37.95,-15.76,UHC Expiration,False
2024-07-05,Late Breakfast,Friday,2231.94,0.03,0.0319,66.96,71.2,4.24,Overproduction,False
2024-07-05,Lunch,Friday,2581.54,0.03,0.0401,77.45,103.52,26.07,UHC Expiration,False
2024-07-05,Afternoon,Friday,2511.46,0.03,0.0255,75.34,64.04,-11.3,UHC Expiration,False
2024-07-05,Dinner,Friday,2993.8,0.03,0.0513,89.81,153.58,63.77,Overproduction,True
2024-07-05,Late Night,Friday,1679.72,0.03,0.0305,50.39,51.23,0.84,UHC Expiration,False
2024-07-05,Overnight,Friday,1210.4,0.03,0.0161,36.31,19.49,-16.82,Dropped Food,False
2024-07-06,Opening,Weekend,569.54,0.03,0.0178,17.09,10.14,-6.95,Overproduction,False
2024-07-06,Early Breakfast,Weekend,1857.12,0.03,0.037,55.71,68.71,13.0,UHC Expiration,False
2024-07-06,Late Breakfast,Weekend,2451.7,0.03,0.0321,73.55,78.7,5.15,Overproduction,False
2024-07-06,Lunch,Weekend,3002.63,0.03,0.0586,90.08,175.95,85.87,UHC Expiration,True
2024-07-06,Afternoon,Weekend,3043.22,0.03,0.0226,91.3,68.78,-22.52,UHC Expiration,False
2024-07-06,Dinner,Weekend,3469.91,0.03,0.0522,104.1,181.13,77.03,Overproduction,True
2024-07-06,Late Night,Weekend,2049.7,0.03,0.0225,61.49,46.12,-15.37,UHC Expiration,False
2024-07-06,Overnight,Weekend,1549.11,0.03,0.0133,46.47,20.6,-25.87,Overproduction,False
2024-07-07,Opening,Weekend,469.72,0.03,0.0123,14.09,5.78,-8.31,UHC Expiration,False
2024-07-07,Early Breakfast,Weekend,2029.96,0.03,0.0213,60.9,43.24,-17.66,Expired Vegetables,False
2024-07-07,Late Breakfast,Weekend,2587.88,0.03,0.0347,77.64,89.8,12.16,UHC Expiration,False
2024-07-07,Lunch,Weekend,3349.36,0.03,0.0452,100.48,151.39,50.91,Delivery Driver No Show:,False
2024-07-07,Afternoon,Weekend,3183.1,0.03,0.0143,95.49,45.52,-49.97,UHC Expiration,False
2024-07-07,Dinner,Weekend,2925.05,0.03,0.0417,87.75,121.97,34.22,UHC Expiration,False
2024-07-07,Late Night,Weekend,2022.55,0.03,0.0332,60.68,67.15,6.47,Overproduction,False
2024-07-07,Overnight,Weekend,1448.92,0.03,0.0108,43.47,15.65,-27.82,Overproduction,False
2024-07-08,Opening,Weekday,335.48,0.03,0.011,10.06,3.69,-6.37,Dropped Food,False
2024-07-08,Early Breakfast,Weekday,1413.96,0.03,0.0359,42.42,50.76,8.34,UHC Expiration,False
2024-07-08,Late Breakfast,Weekday,1569.14,0.03,0.0413,47.07,64.81,17.74,UHC Expiration,False
2024-07-08,Lunch,Weekday,1743.28,0.03,0.0519,52.3,90.48,38.18,UHC Expiration,True
2024-07-08,Afternoon,Weekday,1281.34,0.03,0.0216,38.44,27.68,-10.76,Wrong Order,False
2024-07-08,Dinner,Weekday,1756.6,0.03,0.0694,52.7,121.91,69.21,Overproduction,True
2024-07-08,Late Night,Weekday,1217.18,0.03,0.0363,36.52,44.18,7.66,UHC Expiration,False
2024-07-08,Overnight,Weekday,930.16,0.03,0.017,27.9,15.81,-12.09,UHC Expiration,False
2024-07-09,Opening,Weekday,343.17,0.03,0.0101,10.3,3.47,-6.83,UHC Expiration,False
2024-07-09,Early Breakfast,Weekday,1708.77,0.03,0.026,51.26,44.43,-6.83,Overproduction,False
2024-07-09,Late Breakfast,Weekday,1830.47,0.03,0.0324,54.91,59.31,4.4,UHC Expiration,False
2024-07-09,Lunch,Weekday,1558.11,0.03,0.053,46.74,82.58,35.84,Expired Vegetables,True
2024-07-09,Afternoon,Weekday,1546.39,0.03,0.0102,46.39,15.77,-30.62,UHC Expiration,False
2024-07-09,Dinner,Weekday,1552.98,0.03,0.0644,46.59,100.01,53.42,Wrong Order,True
2024-07-09,Late Night,Weekday,1380.16,0.03,0.0366,41.4,50.51,9.11,UHC Expiration,False
2024-07-09,Overnight,Weekday,1068.05,0.03,0.0116,32.04,12.39,-19.65,Wrong Order,False
2024-07-10,Opening,Weekday,304.32,0.03,0.011,9.13,3.35,-5.78,UHC Expiration,False
2024-07-10,Early Breakfast,Weekday,1503.29,0.03,0.0281,45.1,42.24,-2.86,Expired Vegetables,False
2024-07-10,Late Breakfast,Weekday,1660.49,0.03,0.0333,49.81,55.29,5.48,Expired Vegetables,False
2024-07-10,Lunch,Weekday,1597.29,0.03,0.0585,47.92,93.44,45.52,Overproduction,True
2024-07-10,Afternoon,Weekday,1292.52,0.03,0.0256,38.78,33.09,-5.69,Expired Vegetables,False
2024-07-10,Dinner,Weekday,1660.07,0.03,0.056,49.8,92.96,43.16,Dropped Food,True
2024-07-10,Late Night,Weekday,1325.74,0.03,0.022,39.77,29.17,-10.6,Overproduction,False
2024-07-10,Overnight,Weekday,1063.18,0.03,0.0175,31.9,18.61,-13.29,Expired Vegetables,False
2024-07-11,Opening,Weekday,296.6,0.03,0.0166,8.9,4.92,-3.98,UHC Expiration,False
2024-07-11,Early Breakfast,Weekday,1685.8,0.03,0.027,50.57,45.52,-5.05,Dropped Food,False
2024-07-11,Late Breakfast,Weekday,1597.09,0.03,0.0383,47.91,61.17,13.26,Overproduction,False
2024-07-11,Lunch,Weekday,1779.52,0.03,0.0513,53.39,91.29,37.9,Overproduction,True
2024-07-11,Afternoon,Weekday,1546.2,0.03,0.0125,46.39,19.33,-27.06,UHC Expiration,False
2024-07-11,Dinner,Weekday,1610.15,0.03,0.0548,48.3,88.24,39.94,Overproduction,True
2024-07-11,Late Night,Weekday,1281.47,0.03,0.0391,38.44,50.11,11.67,UHC Expiration,False
2024-07-11,Overnight,Weekday,958.7,0.03,0.017,28.76,16.3,-12.46,Expired Vegetables,False
2024-07-12,Opening,Friday,417.98,0.03,0.0124,12.54,5.18,-7.36,Expired Vegetables,False
2024-07-12,Early Breakfast,Friday,1752.02,0.03,0.0325,52.56,56.94,4.38,Overproduction,False
2024-07-12,Late Breakfast,Friday,2010.99,0.03,0.0351,60.33,70.59,10.26,Overproduction,False
2024-07-12,Lunch,Friday,2757.88,0.03,0.0542,82.74,149.48,66.74,Expired Vegetables,True
2024-07-12,Afternoon,Friday,2520.18,0.03,0.0277,75.61,69.81,-5.8,UHC Expiration,False
2024-07-12,Dinner,Friday,2694.98,0.03,0.0645,80.85,173.83,92.98,Overproduction,True
2024-07-12,Late Night,Friday,1627.62,0.03,0.0226,48.83,36.78,-12.05,Wrong Order,False
2024-07-12,Overnight,Friday,1284.12,0.03,0.0106,38.52,13.61,-24.91,Dropped Food,False
2024-07-13,Opening,Weekend,536.62,0.03,0.0193,16.1,10.36,-5.74,Overproduction,False
2024-07-13,Early Breakfast,Weekend,1790.58,0.03,0.0208,53.72,37.24,-16.48,Expired Vegetables,False
2024-07-13,Late Breakfast,Weekend,2797.17,0.03,0.0474,83.92,132.59,48.67,Overproduction,False
2024-07-13,Lunch,Weekend,2964.98,0.03,0.0479,88.95,142.02,53.07,Overproduction,False
2024-07-13,Afternoon,Weekend,3204.79,0.03,0.0223,96.14,71.47,-24.67,UHC Expiration,False
2024-07-13,Dinner,Weekend,3206.23,0.03,0.0669,96.19,214.5,118.31,Expired Vegetables,True
2024-07-13,Late Night,Weekend,2098.88,0.03,0.0223,62.97,46.81,-16.16,UHC Expiration,False
2024-07-13,Overnight,Weekend,1480.78,0.03,0.0132,44.42,19.55,-24.87,UHC Expiration,False
2024-07-14,Opening,Weekend,550.79,0.03,0.0111,16.52,6.11,-10.41,Dropped Food,False
2024-07-14,Early Breakfast,Weekend,1860.38,0.03,0.0338,55.81,62.88,7.07,Dropped Food,False
2024-07-14,Late Breakfast,Weekend,2609.76,0.03,0.0481,78.29,125.53,47.24,Expired Vegetables,False
2024-07-14,Lunch,Weekend,3547.03,0.03,0.0584,106.41,207.15,100.74,UHC Expiration,True
2024-07-14,Afternoon,Weekend,3223.11,0.03,0.0143,96.69,46.09,-50.6,UHC Expiration,False
2024-07-14,Dinner,Weekend,2930.85,0.03,0.0569,87.93,166.77,78.84,UHC Expiration,True
2024-07-14,Late Night,Weekend,1811.28,0.03,0.0284,54.34,51.44,-2.9,UHC Expiration,False
2024-07-14,Overnight,Weekend,1493.57,0.03,0.018,44.81,26.88,-17.93,Dropped Food,False
2024-07-15,Opening,Weekday,323.64,0.03,0.0189,9.71,6.12,-3.59,Overproduction,False
2024-07-15,Early Breakfast,Weekday,1622.62,0.03,0.0295,48.68,47.87,-0.81,UHC Expiration,False
2024-07-15,Late Breakfast,Weekday,1842.1,0.03,0.0441,55.26,81.24,25.98,Overproduction,False
2024-07-15,Lunch,Weekday,1849.62,0.03,0.0549,55.49,101.54,46.05,Expired Vegetables,True
2024-07-15,Afternoon,Weekday,1405.24,0.03,0.0229,42.16,32.18,-9.98,UHC Expiration,False
2024-07-15,Dinner,Weekday,1644.42,0.03,0.0595,49.33,97.84,48.51,Expired Vegetables,True
2024-07-15,Late Night,Weekday,1188.46,0.03,0.0323,35.65,38.39,2.74,Wrong Order,False
2024-07-15,Overnight,Weekday,969.44,0.03,0.0113,29.08,10.95,-18.13,Wrong Order,False
2024-07-16,Opening,Weekday,347.43,0.03,0.0114,10.42,3.96,-6.46,Overproduction,False
2024-07-16,Early Breakfast,Weekday,1533.56,0.03,0.0398,46.01,61.04,15.03,Overproduction,False
2024-07-16,Late Breakfast,Weekday,1575.21,0.03,0.0375,47.26,59.07,11.81,Expired Vegetables,False
2024-07-16,Lunch,Weekday,1654.66,0.03,0.0469,49.64,77.6,27.96,UHC Expiration,False
2024-07-16,Afternoon,Weekday,1467.67,0.03,0.0182,44.03,26.71,-17.32,Delivery Driver No Show:,False
2024-07-16,Dinner,Weekday,1751.69,0.03,0.0596,52.55,104.4,51.85,Dropped Food,True
2024-07-16,Late Night,Weekday,1325.65,0.03,0.0258,39.77,34.2,-5.57,UHC Expiration,False
2024-07-16,Overnight,Weekday,975.87,0.03,0.0187,29.28,18.25,-11.03,Expired Vegetables,False
2024-07-17,Opening,Weekday,315.88,0.03,0.0193,9.48,6.1,-3.38,Expired Vegetables,False
2024-07-17,Early Breakfast,Weekday,1534.23,0.03,0.0326,46.03,50.02,3.99,Overproduction,False
2024-07-17,Late Breakfast,Weekday,1545.05,0.03,0.0413,46.35,63.81,17.46,UHC Expiration,False
2024-07-17,Lunch,Weekday,1633.78,0.03,0.0413,49.01,67.48,18.47,UHC Expiration,False
2024-07-17,Afternoon,Weekday,1440.78,0.03,0.0168,43.22,24.21,-19.01,Wrong Order,False
2024-07-17,Dinner,Weekday,1551.78,0.03,0.06,46.55,93.11,46.56,Overproduction,True
2024-07-17,Late Night,Weekday,1306.72,0.03,0.0232,39.2,30.32,-8.88,UHC Expiration,False
2024-07-17,Overnight,Weekday,1046.91,0.03,0.0153,31.41,16.02,-15.39,Overproduction,False
2024-07-18,Opening,Weekday,278.31,0.03,0.0144,8.35,4.01,-4.34,Delivery Driver No Show:,False
2024-07-18,Early Breakfast,Weekday,1385.1,0.03,0.0286,41.55,39.61,-1.94,UHC Expiration,False
2024-07-18,Late Breakfast,Weekday,1592.03,0.03,0.0431,47.76,68.62,20.86,UHC Expiration,False
2024-07-18,Lunch,Weekday,1700.09,0.03,0.0471,51.0,80.07,29.07,Overproduction,False
2024-07-18,Afternoon,Weekday,1399.38,0.03,0.019,41.98,26.59,-15.39,Expired Vegetables,False
2024-07-18,Dinner,Weekday,1548.45,0.03,0.0554,46.45,85.78,39.33,UHC Expiration,True
2024-07-18,Late Night,Weekday,1126.29,0.03,0.0349,33.79,39.31,5.52,UHC Expiration,False
2024-07-18,Overnight,Weekday,1031.54,0.03,0.0136,30.95,14.03,-16.92,Wrong Order,False
2024-07-19,Opening,Friday,418.16,0.03,0.0153,12.54,6.4,-6.14,UHC Expiration,False
2024-07-19,Early Breakfast,Friday,1853.92,0.03,0.0319,55.62,59.14,3.52,UHC Expiration,False
2024-07-19,Late Breakfast,Friday,2313.37,0.03,0.0498,69.4,115.21,45.81,Overproduction,False
2024-07-19,Lunch,Friday,2663.24,0.03,0.0442,79.9,117.72,37.82,Delivery Driver No Show:,False
2024-07-19,Afternoon,Friday,2349.12,0.03,0.0227,70.47,53.33,-17.14,UHC Expiration,False
2024-07-19,Dinner,Friday,2812.94,0.03,0.0478,84.39,134.46,50.07,Expired Vegetables,False
2024-07-19,Late Night,Friday,1587.72,0.03,0.0371,47.63,58.9,11.27,Overproduction,False
2024-07-19,Overnight,Friday,1295.11,0.03,0.0133,38.85,17.22,-21.63,UHC Expiration,False
2024-07-20,Opening,Weekend,492.71,0.03,0.0163,14.78,8.03,-6.75,UHC Expiration,False
2024-07-20,Early Breakfast,Weekend,2010.91,0.03,0.0255,60.33,51.28,-9.05,Overproduction,False
2024-07-20,Late Breakfast,Weekend,2591.78,0.03,0.0494,77.75,128.03,50.28,Delivery Driver No Show:,False
2024-07-20,Lunch,Weekend,3423.44,0.03,0.0517,102.7,176.99,74.29,UHC Expiration,True
2024-07-20,Afternoon,Weekend,3330.83,0.03,0.0216,99.92,71.95,-27.97,Overproduction,False
2024-07-20,Dinner,Weekend,2992.69,0.03,0.0412,89.78,123.3,33.52,UHC Expiration,False
2024-07-20,Late Night,Weekend,1858.06,0.03,0.0351,55.74,65.22,9.48,Expired Vegetables,False
2024-07-20,Overnight,Weekend,1519.84,0.03,0.0183,45.6,27.81,-17.79,Expired Vegetables,False
2024-07-21,Opening,Weekend,504.64,0.03,0.0132,15.14,6.66,-8.48,Overproduction,False
2024-07-21,Early Breakfast,Weekend,2099.79,0.03,0.0399,62.99,83.78,20.79,Expired Vegetables,False
2024-07-21,Late Breakfast,Weekend,2583.62,0.03,0.0413,77.51,106.7,29.19,Expired Vegetables,False
2024-07-21,Lunch,Weekend,3164.91,0.03,0.04,94.95,126.6,31.65,UHC Expiration,False
2024-07-21,Afternoon,Weekend,3165.72,0.03,0.0239,94.97,75.66,-19.31,UHC Expiration,False
2024-07-21,Dinner,Weekend,3184.26,0.03,0.0569,95.53,181.18,85.65,Overproduction,True
2024-07-21,Late Night,Weekend,1785.09,0.03,0.0227,53.55,40.52,-13.03,Expired Vegetables,False
2024-07-21,Overnight,Weekend,1664.85,0.03,0.0112,49.95,18.65,-31.3,UHC Expiration,False
2024-07-22,Opening,Weekday,339.11,0.03,0.0176,10.17,5.97,-4.2,Overproduction,False
2024-07-22,Early Breakfast,Weekday,1349.36,0.03,0.0339,40.48,45.74,5.26,Overproduction,False
2024-07-22,Late Breakfast,Weekday,1746.0,0.03,0.0412,52.38,71.94,19.56,Dropped Food,False
2024-07-22,Lunch,Weekday,1456.85,0.03,0.0407,43.71,59.29,15.58,UHC Expiration,False
2024-07-22,Afternoon,Weekday,1335.96,0.03,0.0126,40.08,16.83,-23.25,Dropped Food,False
2024-07-22,Dinner,Weekday,1466.16,0.03,0.0654,43.98,95.89,51.91,Overproduction,True
2024-07-22,Late Night,Weekday,1204.91,0.03,0.0327,36.15,39.4,3.25,UHC Expiration,False
2024-07-22,Overnight,Weekday,964.65,0.03,0.0102,28.94,9.84,-19.1,UHC Expiration,False
2024-07-23,Opening,Weekday,355.16,0.03,0.0105,10.65,3.73,-6.92,Expired Vegetables,False
2024-07-23,Early Breakfast,Weekday,1549.23,0.03,0.0366,46.48,56.7,10.22,Delivery Driver No Show:,False
2024-07-23,Late Breakfast,Weekday,1797.43,0.03,0.0489,53.92,87.89,33.97,UHC Expiration,False
2024-07-23,Lunch,Weekday,1786.61,0.03,0.0573,53.6,102.37,48.77,UHC Expiration,True
2024-07-23,Afternoon,Weekday,1384.9,0.03,0.0159,41.55,22.02,-19.53,Delivery Driver No Show:,False
2024-07-23,Dinner,Weekday,1736.97,0.03,0.0558,52.11,96.92,44.81,Overproduction,True
